person_id,email,event_name,campaign_name,event_timestamp
KL-44113,james.wilson22@yahoo.com,Clicked Email,Loyalty Perks,2026-07-19T05:00:00Z
KL-2272,lucas.patel34@hotmail.com,Opened Email,Loyalty Perks,2026-02-25T02:39:00Z
KL-77704,noah.chen65@outlook.com,Unsubscribed,Winter Clearance,2026-04-04T14:58:00Z
KL-83419,liam.wilson63@gmail.com,Opened Email,Loyalty Perks,2026-05-14T18:54:00Z
KL-46064,zoe.gonzalez79@outlook.com,Opened Email,Loyalty Perks,2026-03-22T15:11:00Z
KL-55065,david.wilson85@example.com,Opened Email,New Arrivals,2026-06-13T12:23:00Z
KL-81456,zoe.khan65@yahoo.com,Clicked Email,Winter Clearance,2026-07-06T19:55:00Z
KL-19429,fatima.anand84@example.com,Opened Email,New Arrivals,2026-03-15T06:19:00Z
KL-12535,arjun.kim24@gmail.com,Opened Email,Loyalty Perks,2026-03-08T19:17:00Z
KL-90767,tom.lee52@example.com,Clicked Email,Summer Sale,2026-07-15T23:19:00Z
KL-86907,arjun.chen69@hotmail.com,Opened Email,Winter Clearance,2026-03-21T15:09:00Z
KL-27997,arjun.gonzalez3@yahoo.com,Clicked Email,Winter Clearance,2026-05-10T02:48:00Z
KL-64457,olivia.sharma30@gmail.com,Clicked Email,Winter Clearance,2026-01-18T00:35:00Z
KL-98639,tom.khan53@hotmail.com,Unsubscribed,Loyalty Perks,2026-06-22T15:16:00Z
KL-14923,zoe.sharma92@example.com,Clicked Email,Loyalty Perks,2026-04-09T02:32:00Z
KL-43313,ethan.costa2@hotmail.com,Opened Email,Summer Sale,2026-04-15T07:18:00Z
KL-71740,lucas.anand40@hotmail.com,Clicked Email,New Arrivals,2026-04-24T18:34:00Z
KL-6987,arjun.tanaka27@outlook.com,Opened Email,Winter Clearance,2026-03-25T18:34:00Z
KL-186,noah.brown14@hotmail.com,Opened Email,Loyalty Perks,2026-03-01T19:10:00Z
KL-42704,lucas.costa48@hotmail.com,Clicked Email,Summer Sale,2026-03-06T03:53:00Z
KL-37544,mia.ali16@example.com,Opened Email,Winter Clearance,2026-02-15T01:25:00Z
KL-62609,liam.patel10@gmail.com,Opened Email,Summer Sale,2026-01-27T17:11:00Z
KL-54285,arjun.garcia41@gmail.com,Opened Email,Loyalty Perks,2026-05-04T07:00:00Z
KL-59182,lucas.khan90@hotmail.com,Opened Email,Summer Sale,2026-03-16T09:42:00Z
KL-66636,olivia.gonzalez55@outlook.com,Opened Email,Winter Clearance,2026-03-27T23:06:00Z
KL-48198,lucas.gonzalez89@yahoo.com,Clicked Email,Winter Clearance,2026-07-08T00:09:00Z
KL-6603,nina.brown34@outlook.com,Clicked Email,Summer Sale,2026-01-01T06:02:00Z
KL-2159,zoe.chen56@outlook.com,Clicked Email,Winter Clearance,2026-07-22T12:06:00Z
KL-82157,nina.martin12@hotmail.com,Clicked Email,New Arrivals,2026-01-12T12:18:00Z
KL-64996,james.gonzalez49@yahoo.com,Opened Email,New Arrivals,2026-07-15T17:42:00Z
KL-36007,nina.sharma53@outlook.com,Clicked Email,Winter Clearance,2026-05-02T16:48:00Z
KL-21606,liam.brown51@gmail.com,Opened Email,Summer Sale,2026-05-16T05:26:00Z
KL-7680,david.novak38@outlook.com,Opened Email,Summer Sale,2026-01-21T06:27:00Z
KL-60888,arjun.novak93@yahoo.com,Opened Email,Summer Sale,2026-02-09T09:19:00Z
KL-97908,raj.costa32@hotmail.com,Opened Email,Summer Sale,2026-04-16T08:42:00Z
KL-95476,david.khan78@gmail.com,Clicked Email,Winter Clearance,2026-07-12T05:19:00Z
KL-19096,james.anand19@gmail.com,Clicked Email,New Arrivals,2026-07-25T04:07:00Z
KL-79311,ethan.wilson68@example.com,Clicked Email,Winter Clearance,2026-07-16T04:20:00Z
KL-12367,arjun.smith23@hotmail.com,Opened Email,New Arrivals,2026-07-06T03:38:00Z
KL-95379,arjun.ali4@gmail.com,Clicked Email,New Arrivals,2026-02-21T20:42:00Z
KL-36007,nina.sharma53@outlook.com,Unsubscribed,Summer Sale,2026-03-16T09:30:00Z
KL-9558,emma.lopez5@hotmail.com,Opened Email,Loyalty Perks,2026-06-26T10:23:00Z
KL-49697,maria.lopez14@yahoo.com,Opened Email,Winter Clearance,2026-03-06T03:54:00Z
KL-46069,aiko.chen92@outlook.com,Opened Email,New Arrivals,2026-03-01T15:53:00Z
KL-99843,lucas.wilson41@hotmail.com,Opened Email,Loyalty Perks,2026-03-24T11:13:00Z
KL-40308,nina.obrien52@outlook.com,Opened Email,Summer Sale,2026-01-24T07:25:00Z
KL-77704,noah.chen65@outlook.com,Opened Email,Summer Sale,2026-07-03T22:49:00Z
KL-59264,arjun.lopez47@gmail.com,Opened Email,New Arrivals,2026-06-15T15:10:00Z
KL-12367,arjun.smith23@hotmail.com,Opened Email,New Arrivals,2026-05-12T17:20:00Z
KL-55014,arjun.tanaka73@outlook.com,Clicked Email,Loyalty Perks,2026-02-06T18:42:00Z
KL-20057,noah.martin59@gmail.com,Opened Email,Loyalty Perks,2026-02-23T10:06:00Z
KL-61970,priya.patel13@example.com,Opened Email,Loyalty Perks,2026-04-12T19:05:00Z
KL-34185,olivia.obrien35@outlook.com,Opened Email,Summer Sale,2026-03-02T16:54:00Z
KL-14561,fatima.obrien35@gmail.com,Opened Email,Loyalty Perks,2026-03-20T02:16:00Z
KL-34185,olivia.obrien35@outlook.com,Unsubscribed,Loyalty Perks,2026-03-16T07:48:00Z
KL-27384,liam.gonzalez90@outlook.com,Opened Email,Loyalty Perks,2026-07-05T09:28:00Z
KL-21444,aiko.sharma76@gmail.com,Opened Email,Summer Sale,2026-07-26T14:07:00Z
KL-38988,priya.costa85@gmail.com,Opened Email,Winter Clearance,2026-02-09T09:54:00Z
KL-73456,noah.ali17@example.com,Opened Email,Summer Sale,2026-03-08T15:32:00Z
KL-46064,zoe.gonzalez79@outlook.com,Opened Email,New Arrivals,2026-02-04T16:13:00Z
KL-51169,lucas.obrien21@outlook.com,Opened Email,Summer Sale,2026-06-07T07:52:00Z
KL-7680,david.novak38@outlook.com,Opened Email,Winter Clearance,2026-01-17T15:32:00Z
KL-46064,zoe.gonzalez79@outlook.com,Opened Email,Summer Sale,2026-03-26T05:30:00Z
KL-82779,maria.garcia84@yahoo.com,Unsubscribed,New Arrivals,2026-01-10T17:27:00Z
KL-38189,lucas.smith94@gmail.com,Clicked Email,Summer Sale,2026-03-06T03:28:00Z
KL-6642,maria.wilson63@example.com,Opened Email,Winter Clearance,2026-03-27T21:13:00Z
KL-89685,aiko.smith70@example.com,Opened Email,Winter Clearance,2026-07-26T16:03:00Z
KL-81953,arjun.brown51@yahoo.com,Opened Email,Loyalty Perks,2026-04-22T15:12:00Z
KL-97667,ethan.smith52@yahoo.com,Opened Email,Winter Clearance,2026-04-03T23:30:00Z
KL-14545,chen.gonzalez32@hotmail.com,Clicked Email,New Arrivals,2026-05-26T12:37:00Z
KL-29202,zoe.garcia33@gmail.com,Opened Email,New Arrivals,2026-02-27T12:08:00Z
KL-62806,fatima.novak9@yahoo.com,Opened Email,Winter Clearance,2026-06-26T13:16:00Z
KL-15924,mia.ali77@outlook.com,Opened Email,Summer Sale,2026-06-02T03:03:00Z
KL-19013,nina.novak78@outlook.com,Clicked Email,Winter Clearance,2026-02-19T00:34:00Z
KL-27898,raj.wilson22@outlook.com,Clicked Email,New Arrivals,2026-01-23T02:34:00Z
KL-59867,maria.brown13@yahoo.com,Clicked Email,Loyalty Perks,2026-03-06T20:18:00Z
KL-9558,emma.lopez5@hotmail.com,Opened Email,Loyalty Perks,2026-05-25T21:39:00Z
KL-73378,liam.sharma79@outlook.com,Unsubscribed,Loyalty Perks,2026-04-06T17:58:00Z
KL-84865,liam.chen92@hotmail.com,Unsubscribed,Loyalty Perks,2026-06-23T18:22:00Z
KL-97828,david.brown95@gmail.com,Opened Email,Summer Sale,2026-07-19T01:11:00Z
KL-96503,mia.obrien73@example.com,Opened Email,Winter Clearance,2026-06-19T14:46:00Z
KL-23648,david.obrien81@yahoo.com,Opened Email,New Arrivals,2026-03-17T17:12:00Z
KL-66024,priya.lee36@yahoo.com,Unsubscribed,Summer Sale,2026-04-01T10:48:00Z
KL-52846,fatima.johnson6@hotmail.com,Opened Email,Loyalty Perks,2026-03-26T03:50:00Z
KL-229,liam.costa39@yahoo.com,Opened Email,Winter Clearance,2026-04-25T05:33:00Z
KL-66860,zoe.chen6@gmail.com,Opened Email,Summer Sale,2026-02-24T06:40:00Z
KL-99234,arjun.smith15@gmail.com,Opened Email,Loyalty Perks,2026-07-14T17:07:00Z
KL-1262,priya.lopez8@example.com,Opened Email,New Arrivals,2026-05-16T17:05:00Z
KL-89840,emma.chen43@outlook.com,Clicked Email,Summer Sale,2026-07-01T23:50:00Z
KL-42549,james.anand25@outlook.com,Opened Email,Summer Sale,2026-04-15T18:03:00Z
KL-84865,liam.chen92@hotmail.com,Clicked Email,New Arrivals,2026-05-28T13:59:00Z
KL-69453,olivia.khan22@outlook.com,Opened Email,New Arrivals,2026-07-26T11:05:00Z
KL-69922,aiko.ali30@outlook.com,Clicked Email,Summer Sale,2026-07-24T14:47:00Z
KL-67256,chen.johnson6@outlook.com,Clicked Email,New Arrivals,2026-02-22T12:01:00Z
KL-87235,noah.novak91@outlook.com,Opened Email,Summer Sale,2026-05-08T18:05:00Z
KL-92836,david.lee5@yahoo.com,Opened Email,New Arrivals,2026-07-19T15:19:00Z
KL-87844,nina.johnson68@gmail.com,Clicked Email,Loyalty Perks,2026-01-08T23:27:00Z
KL-96254,sara.patel21@gmail.com,Opened Email,Loyalty Perks,2026-07-18T03:54:00Z
KL-83419,liam.wilson63@gmail.com,Opened Email,Summer Sale,2026-03-11T01:56:00Z
KL-86907,arjun.chen69@hotmail.com,Opened Email,New Arrivals,2026-06-15T06:25:00Z
KL-88432,raj.khan35@outlook.com,Clicked Email,Winter Clearance,2026-02-13T12:08:00Z
KL-4599,ethan.kim31@outlook.com,Opened Email,New Arrivals,2026-06-12T16:46:00Z
KL-15131,chen.lee15@outlook.com,Clicked Email,New Arrivals,2026-02-12T07:51:00Z
KL-42549,james.anand25@outlook.com,Opened Email,Summer Sale,2026-06-11T17:20:00Z
KL-16732,nina.johnson93@yahoo.com,Clicked Email,Summer Sale,2026-03-21T09:28:00Z
KL-10539,arjun.kim49@gmail.com,Opened Email,Summer Sale,2026-06-11T12:52:00Z
KL-31116,chen.kim95@yahoo.com,Opened Email,Winter Clearance,2026-05-06T11:22:00Z
KL-97244,emma.johnson50@yahoo.com,Opened Email,Summer Sale,2026-04-10T07:25:00Z
KL-2159,zoe.chen56@outlook.com,Opened Email,New Arrivals,2026-07-17T07:30:00Z
KL-61624,priya.smith54@gmail.com,Opened Email,Winter Clearance,2026-01-28T05:34:00Z
KL-59867,maria.brown13@yahoo.com,Clicked Email,Winter Clearance,2026-04-01T10:58:00Z
KL-76560,nina.brown30@yahoo.com,Opened Email,New Arrivals,2026-05-03T12:51:00Z
KL-33833,james.lopez33@example.com,Opened Email,Summer Sale,2026-07-23T21:26:00Z
KL-67875,mia.novak39@hotmail.com,Opened Email,Summer Sale,2026-05-23T14:20:00Z
KL-5860,maria.sharma33@example.com,Opened Email,Loyalty Perks,2026-05-28T20:58:00Z
KL-63574,emma.ali56@yahoo.com,Clicked Email,Loyalty Perks,2026-01-12T03:02:00Z
KL-90271,priya.anand96@example.com,Opened Email,New Arrivals,2026-04-07T00:16:00Z
KL-96503,mia.obrien73@example.com,Unsubscribed,Winter Clearance,2026-02-14T04:59:00Z
KL-58699,noah.garcia66@example.com,Opened Email,Loyalty Perks,2026-06-09T21:17:00Z
KL-44461,fatima.martin38@yahoo.com,Opened Email,New Arrivals,2026-05-11T06:59:00Z
KL-54389,ethan.obrien11@example.com,Clicked Email,Summer Sale,2026-04-16T12:16:00Z
KL-92001,david.anand64@gmail.com,Opened Email,New Arrivals,2026-02-17T17:48:00Z
KL-4051,zoe.patel45@gmail.com,Unsubscribed,Loyalty Perks,2026-07-11T11:07:00Z
KL-660,noah.ali70@yahoo.com,Opened Email,Loyalty Perks,2026-05-24T14:08:00Z
KL-51932,sara.chen57@hotmail.com,Opened Email,Winter Clearance,2026-03-07T00:41:00Z
KL-12367,arjun.smith23@hotmail.com,Opened Email,Summer Sale,2026-07-13T08:49:00Z
KL-42198,lucas.kim78@example.com,Opened Email,New Arrivals,2026-03-07T18:32:00Z
KL-86558,maria.kim1@outlook.com,Opened Email,Winter Clearance,2026-02-18T15:28:00Z
KL-61151,zoe.brown42@yahoo.com,Clicked Email,New Arrivals,2026-06-08T06:25:00Z
KL-39975,chen.costa48@example.com,Unsubscribed,Winter Clearance,2026-01-27T08:06:00Z
KL-27898,raj.wilson22@outlook.com,Opened Email,Summer Sale,2026-05-04T11:12:00Z
KL-95859,olivia.gonzalez68@outlook.com,Clicked Email,Summer Sale,2026-02-18T04:25:00Z
KL-87844,nina.johnson68@gmail.com,Clicked Email,Loyalty Perks,2026-07-06T01:59:00Z
KL-84448,zoe.novak37@gmail.com,Opened Email,New Arrivals,2026-07-28T07:57:00Z
KL-63139,emma.garcia43@example.com,Opened Email,Loyalty Perks,2026-04-15T04:00:00Z
KL-19911,chen.lopez40@hotmail.com,Opened Email,Summer Sale,2026-01-02T22:44:00Z
KL-47203,noah.khan59@gmail.com,Opened Email,Summer Sale,2026-05-07T05:17:00Z
KL-60888,arjun.novak93@yahoo.com,Opened Email,Summer Sale,2026-01-20T15:45:00Z
KL-12535,arjun.kim24@gmail.com,Opened Email,Summer Sale,2026-06-05T04:48:00Z
KL-76091,olivia.kim44@hotmail.com,Unsubscribed,Summer Sale,2026-05-24T23:35:00Z
KL-20429,raj.kim49@hotmail.com,Opened Email,Winter Clearance,2026-03-28T18:26:00Z
KL-56010,aiko.anand7@example.com,Opened Email,New Arrivals,2026-03-03T15:53:00Z
KL-87978,ethan.tanaka55@yahoo.com,Opened Email,New Arrivals,2026-03-01T08:53:00Z
KL-92001,david.anand64@gmail.com,Opened Email,New Arrivals,2026-04-04T03:34:00Z
KL-30532,liam.chen76@hotmail.com,Opened Email,Summer Sale,2026-02-10T12:33:00Z
KL-25031,zoe.novak26@gmail.com,Opened Email,Winter Clearance,2026-02-02T15:00:00Z
KL-70694,arjun.costa76@yahoo.com,Clicked Email,Winter Clearance,2026-06-21T05:03:00Z
KL-91810,liam.costa77@yahoo.com,Opened Email,Summer Sale,2026-05-11T07:25:00Z
KL-76560,nina.brown30@yahoo.com,Clicked Email,New Arrivals,2026-01-19T11:12:00Z
KL-9621,olivia.gonzalez15@hotmail.com,Opened Email,Summer Sale,2026-03-15T15:38:00Z
KL-68193,james.chen63@hotmail.com,Opened Email,Summer Sale,2026-01-16T07:08:00Z
KL-61057,noah.patel73@hotmail.com,Opened Email,Summer Sale,2026-07-15T06:39:00Z
KL-89241,david.novak42@yahoo.com,Opened Email,New Arrivals,2026-07-25T01:41:00Z
KL-88928,nina.chen37@gmail.com,Opened Email,New Arrivals,2026-01-04T06:34:00Z
KL-92452,olivia.patel79@example.com,Clicked Email,Summer Sale,2026-06-17T15:56:00Z
KL-87093,priya.patel38@gmail.com,Clicked Email,Winter Clearance,2026-02-06T03:01:00Z
KL-56031,chen.lee64@hotmail.com,Opened Email,Loyalty Perks,2026-07-23T08:47:00Z
KL-11442,priya.wilson14@gmail.com,Opened Email,Winter Clearance,2026-01-19T05:35:00Z
KL-6987,arjun.tanaka27@outlook.com,Opened Email,Winter Clearance,2026-07-01T14:16:00Z
KL-20057,noah.martin59@gmail.com,Opened Email,Winter Clearance,2026-01-05T07:48:00Z
KL-94827,nina.novak57@example.com,Opened Email,New Arrivals,2026-02-12T04:05:00Z
KL-30610,fatima.smith40@outlook.com,Clicked Email,Summer Sale,2026-02-11T05:13:00Z
KL-62806,fatima.novak9@yahoo.com,Opened Email,Summer Sale,2026-02-24T21:46:00Z
KL-77568,arjun.brown8@yahoo.com,Opened Email,Loyalty Perks,2026-06-27T14:51:00Z
KL-79271,lucas.gonzalez48@yahoo.com,Opened Email,Winter Clearance,2026-05-01T06:43:00Z
KL-85248,arjun.tanaka93@gmail.com,Clicked Email,Loyalty Perks,2026-03-04T07:59:00Z
KL-6955,fatima.obrien66@yahoo.com,Unsubscribed,Winter Clearance,2026-01-21T14:38:00Z
KL-32634,ethan.tanaka24@hotmail.com,Opened Email,Summer Sale,2026-06-05T08:22:00Z
KL-93338,james.patel8@outlook.com,Clicked Email,Loyalty Perks,2026-01-13T01:08:00Z
KL-95238,lucas.khan54@outlook.com,Opened Email,Summer Sale,2026-03-18T18:59:00Z
KL-19304,fatima.lopez46@hotmail.com,Opened Email,Winter Clearance,2026-05-13T22:18:00Z
KL-705,maria.smith84@yahoo.com,Clicked Email,Loyalty Perks,2026-04-18T13:50:00Z
KL-28710,priya.chen69@example.com,Clicked Email,New Arrivals,2026-02-15T12:03:00Z
KL-95379,arjun.ali4@gmail.com,Opened Email,Loyalty Perks,2026-04-09T00:32:00Z
KL-63813,chen.ali92@hotmail.com,Opened Email,Winter Clearance,2026-07-22T17:05:00Z
KL-60946,sara.obrien95@yahoo.com,Opened Email,Summer Sale,2026-04-10T19:54:00Z
KL-80902,mia.lopez96@gmail.com,Opened Email,Summer Sale,2026-04-10T01:03:00Z
KL-35910,emma.chen12@outlook.com,Opened Email,Winter Clearance,2026-05-24T20:08:00Z
KL-37241,emma.novak4@hotmail.com,Clicked Email,New Arrivals,2026-03-18T08:32:00Z
KL-17492,tom.tanaka29@outlook.com,Opened Email,Winter Clearance,2026-01-17T05:07:00Z
KL-65029,noah.obrien17@gmail.com,Clicked Email,Loyalty Perks,2026-03-14T05:09:00Z
KL-70607,raj.tanaka74@hotmail.com,Opened Email,New Arrivals,2026-01-06T06:47:00Z
KL-62664,arjun.sharma81@hotmail.com,Unsubscribed,New Arrivals,2026-07-01T11:57:00Z
KL-4061,fatima.wilson71@gmail.com,Opened Email,New Arrivals,2026-07-07T00:03:00Z
KL-53097,olivia.obrien10@hotmail.com,Opened Email,Winter Clearance,2026-02-26T09:47:00Z
KL-70607,raj.tanaka74@hotmail.com,Clicked Email,Winter Clearance,2026-02-19T03:39:00Z
KL-92581,liam.martin2@gmail.com,Opened Email,Summer Sale,2026-01-09T03:25:00Z
KL-84865,liam.chen92@hotmail.com,Opened Email,Summer Sale,2026-05-28T02:24:00Z
KL-80902,mia.lopez96@gmail.com,Opened Email,New Arrivals,2026-02-22T15:12:00Z
KL-53225,david.martin39@example.com,Unsubscribed,Summer Sale,2026-04-01T17:50:00Z
KL-705,maria.smith84@yahoo.com,Clicked Email,Loyalty Perks,2026-05-27T02:54:00Z
KL-80181,mia.garcia86@example.com,Clicked Email,Winter Clearance,2026-03-13T07:02:00Z
KL-77239,aiko.lee25@yahoo.com,Opened Email,Loyalty Perks,2026-06-08T07:27:00Z
KL-51930,noah.gonzalez60@outlook.com,Opened Email,New Arrivals,2026-04-03T03:33:00Z
KL-63139,emma.garcia43@example.com,Clicked Email,Summer Sale,2026-06-20T17:41:00Z
KL-84865,liam.chen92@hotmail.com,Opened Email,Loyalty Perks,2026-05-05T18:51:00Z
KL-72910,tom.chen61@hotmail.com,Opened Email,Summer Sale,2026-02-21T08:51:00Z
KL-10539,arjun.kim49@gmail.com,Opened Email,Summer Sale,2026-03-07T10:48:00Z
KL-5682,james.smith25@hotmail.com,Opened Email,Winter Clearance,2026-04-01T14:20:00Z
KL-31116,chen.kim95@yahoo.com,Opened Email,Loyalty Perks,2026-05-23T08:55:00Z
KL-61970,priya.patel13@example.com,Clicked Email,Winter Clearance,2026-02-23T01:06:00Z
KL-72039,arjun.anand29@hotmail.com,Opened Email,Loyalty Perks,2026-06-24T00:51:00Z
KL-60697,lucas.sharma71@outlook.com,Opened Email,New Arrivals,2026-02-21T07:32:00Z
KL-6603,nina.brown34@outlook.com,Opened Email,Summer Sale,2026-02-13T04:02:00Z
KL-31192,mia.gonzalez77@hotmail.com,Clicked Email,Summer Sale,2026-04-09T22:20:00Z
KL-86907,arjun.chen69@hotmail.com,Unsubscribed,New Arrivals,2026-07-12T20:12:00Z
KL-85115,liam.sharma16@outlook.com,Opened Email,New Arrivals,2026-02-12T14:01:00Z
KL-95379,arjun.ali4@gmail.com,Opened Email,Summer Sale,2026-02-20T03:49:00Z
KL-14923,zoe.sharma92@example.com,Opened Email,Loyalty Perks,2026-01-18T03:43:00Z
KL-12083,emma.khan20@hotmail.com,Opened Email,New Arrivals,2026-07-21T10:22:00Z
KL-60946,sara.obrien95@yahoo.com,Opened Email,Loyalty Perks,2026-06-28T12:07:00Z
KL-37544,mia.ali16@example.com,Opened Email,Winter Clearance,2026-05-06T07:03:00Z
KL-46638,priya.obrien38@example.com,Clicked Email,Winter Clearance,2026-01-02T02:08:00Z
KL-1827,tom.garcia93@yahoo.com,Opened Email,New Arrivals,2026-04-03T00:05:00Z
KL-73378,liam.sharma79@outlook.com,Opened Email,New Arrivals,2026-02-19T23:59:00Z
KL-69922,aiko.ali30@outlook.com,Clicked Email,Summer Sale,2026-03-03T04:01:00Z
KL-8375,ethan.anand44@hotmail.com,Opened Email,Loyalty Perks,2026-01-16T23:27:00Z
KL-75649,lucas.lee28@hotmail.com,Clicked Email,New Arrivals,2026-07-25T23:58:00Z
KL-97828,david.brown95@gmail.com,Opened Email,Loyalty Perks,2026-04-24T01:56:00Z
KL-20057,noah.martin59@gmail.com,Opened Email,New Arrivals,2026-04-14T07:54:00Z
KL-5860,maria.sharma33@example.com,Opened Email,Winter Clearance,2026-07-01T03:39:00Z
KL-19299,mia.gonzalez45@outlook.com,Clicked Email,New Arrivals,2026-01-12T15:46:00Z
KL-34079,priya.lopez89@example.com,Opened Email,Loyalty Perks,2026-04-28T04:16:00Z
KL-62910,nina.novak23@hotmail.com,Clicked Email,Winter Clearance,2026-01-16T13:34:00Z
KL-6856,noah.smith86@yahoo.com,Opened Email,Loyalty Perks,2026-07-04T23:43:00Z
KL-89676,sara.ali64@gmail.com,Unsubscribed,New Arrivals,2026-04-15T00:32:00Z
KL-66860,zoe.chen6@gmail.com,Clicked Email,Winter Clearance,2026-03-23T12:09:00Z
KL-6955,fatima.obrien66@yahoo.com,Opened Email,Summer Sale,2026-05-15T13:54:00Z
KL-13895,ethan.lee85@outlook.com,Unsubscribed,Loyalty Perks,2026-07-20T09:30:00Z
KL-27737,lucas.sharma45@hotmail.com,Opened Email,New Arrivals,2026-05-02T20:13:00Z
KL-55031,priya.lopez88@outlook.com,Opened Email,Summer Sale,2026-04-04T16:19:00Z
KL-33447,mia.martin62@gmail.com,Unsubscribed,Loyalty Perks,2026-02-05T07:20:00Z
KL-24537,aiko.sharma42@gmail.com,Opened Email,Loyalty Perks,2026-01-10T23:26:00Z
KL-12084,nina.wilson87@yahoo.com,Clicked Email,New Arrivals,2026-01-05T02:21:00Z
KL-97244,emma.johnson50@yahoo.com,Clicked Email,Loyalty Perks,2026-05-24T11:10:00Z
KL-38988,priya.costa85@gmail.com,Opened Email,New Arrivals,2026-01-13T21:44:00Z
KL-76091,olivia.kim44@hotmail.com,Opened Email,Summer Sale,2026-07-04T03:42:00Z
KL-90051,olivia.lee72@yahoo.com,Unsubscribed,New Arrivals,2026-05-18T02:33:00Z
KL-66642,chen.ali75@gmail.com,Unsubscribed,New Arrivals,2026-01-28T21:27:00Z
KL-27898,raj.wilson22@outlook.com,Opened Email,New Arrivals,2026-03-22T18:50:00Z
KL-97244,emma.johnson50@yahoo.com,Opened Email,Summer Sale,2026-05-17T08:37:00Z
KL-76560,nina.brown30@yahoo.com,Clicked Email,Summer Sale,2026-04-13T08:55:00Z
KL-1262,priya.lopez8@example.com,Opened Email,Loyalty Perks,2026-07-04T03:02:00Z
KL-85248,arjun.tanaka93@gmail.com,Opened Email,New Arrivals,2026-07-12T09:12:00Z
KL-82672,raj.martin45@gmail.com,Opened Email,Summer Sale,2026-07-24T05:15:00Z
KL-99234,arjun.smith15@gmail.com,Opened Email,Winter Clearance,2026-01-10T19:47:00Z
KL-21444,aiko.sharma76@gmail.com,Clicked Email,Summer Sale,2026-07-08T15:09:00Z
KL-81953,arjun.brown51@yahoo.com,Clicked Email,Summer Sale,2026-01-07T05:03:00Z
KL-68713,zoe.sharma66@outlook.com,Opened Email,Summer Sale,2026-05-15T17:52:00Z
KL-82157,nina.martin12@hotmail.com,Opened Email,Summer Sale,2026-01-26T08:02:00Z
KL-67256,chen.johnson6@outlook.com,Opened Email,Loyalty Perks,2026-04-27T03:15:00Z
KL-95238,lucas.khan54@outlook.com,Unsubscribed,Summer Sale,2026-05-27T14:48:00Z
KL-61151,zoe.brown42@yahoo.com,Clicked Email,Summer Sale,2026-07-24T03:56:00Z
KL-71777,ethan.novak31@outlook.com,Clicked Email,New Arrivals,2026-07-12T21:45:00Z
KL-12535,arjun.kim24@gmail.com,Opened Email,Loyalty Perks,2026-01-19T20:18:00Z
KL-2272,lucas.patel34@hotmail.com,Unsubscribed,Loyalty Perks,2026-07-12T00:40:00Z
KL-60272,tom.gonzalez61@hotmail.com,Opened Email,New Arrivals,2026-04-11T07:21:00Z
KL-31192,mia.gonzalez77@hotmail.com,Opened Email,Summer Sale,2026-01-16T05:35:00Z
KL-21444,aiko.sharma76@gmail.com,Unsubscribed,Summer Sale,2026-04-05T14:38:00Z
KL-86558,maria.kim1@outlook.com,Opened Email,New Arrivals,2026-04-04T13:06:00Z
KL-39144,lucas.ali24@outlook.com,Opened Email,Summer Sale,2026-07-20T15:53:00Z
KL-15599,fatima.tanaka79@hotmail.com,Opened Email,New Arrivals,2026-06-20T18:40:00Z
KL-56640,chen.smith2@outlook.com,Opened Email,Winter Clearance,2026-04-25T03:34:00Z
KL-37241,emma.novak4@hotmail.com,Unsubscribed,Loyalty Perks,2026-07-08T01:28:00Z
KL-12083,emma.khan20@hotmail.com,Opened Email,Summer Sale,2026-02-26T09:35:00Z
KL-16570,sara.lopez7@hotmail.com,Clicked Email,Loyalty Perks,2026-04-28T16:02:00Z
KL-16570,sara.lopez7@hotmail.com,Opened Email,Loyalty Perks,2026-06-28T09:12:00Z
KL-84865,liam.chen92@hotmail.com,Opened Email,New Arrivals,2026-04-06T05:52:00Z
KL-84754,mia.sharma62@yahoo.com,Clicked Email,Summer Sale,2026-07-13T19:42:00Z
KL-84372,priya.anand2@example.com,Clicked Email,Loyalty Perks,2026-07-15T08:25:00Z
KL-19127,emma.brown50@outlook.com,Unsubscribed,Summer Sale,2026-04-26T14:43:00Z
KL-54281,fatima.johnson58@yahoo.com,Clicked Email,Summer Sale,2026-04-20T22:07:00Z
KL-9641,aiko.wilson28@hotmail.com,Clicked Email,New Arrivals,2026-01-11T01:47:00Z
KL-11868,sara.ali59@outlook.com,Clicked Email,Loyalty Perks,2026-07-05T12:04:00Z
KL-92581,liam.martin2@gmail.com,Unsubscribed,Summer Sale,2026-02-07T11:02:00Z
KL-92452,olivia.patel79@example.com,Opened Email,New Arrivals,2026-03-28T06:44:00Z
KL-63813,chen.ali92@hotmail.com,Opened Email,New Arrivals,2026-05-05T09:34:00Z
KL-97667,ethan.smith52@yahoo.com,Opened Email,New Arrivals,2026-01-01T09:58:00Z
KL-95238,lucas.khan54@outlook.com,Clicked Email,Summer Sale,2026-07-01T10:54:00Z
KL-83892,sara.kim20@gmail.com,Opened Email,New Arrivals,2026-01-12T02:24:00Z
KL-20429,raj.kim49@hotmail.com,Clicked Email,Winter Clearance,2026-06-10T12:45:00Z
KL-51930,noah.gonzalez60@outlook.com,Opened Email,New Arrivals,2026-06-28T19:55:00Z
KL-4061,fatima.wilson71@gmail.com,Opened Email,Loyalty Perks,2026-05-03T02:00:00Z
KL-66128,nina.lopez69@example.com,Opened Email,Summer Sale,2026-07-09T15:26:00Z
