customer_id,first_name,last_name,email,phone,city,state,zip,country,loyalty_no,created_at,updated_at,accepts_marketing
SH-20202,Maria,Wilson,maria.wilson8@example.com,(218) 555-9228,Denver,CO,80202,US,LY-70202,2025-07-26,2026-02-04,true
SH-20203,Ethan,Tanaka,ethan.tanaka9@yahoo.com,(459) 555-6807,Boston,MA,02108,US,,2024-02-12,2026-04-15,true
SH-20204,Liam,Patel,liam.patel10@gmail.com,,San Jose,CA,95112,US,LY-70204,2025-08-02,2026-06-01,true
SH-20205,Priya,Lopez,priya.lopez11@outlook.com,(298) 555-9653,Chicago,IL,60601,US,LY-70205,2023-04-28,2026-06-19,false
SH-20206,Emma,Chen,emma.chen12@outlook.com,(778) 555-1539,San Jose,CA,95112,US,,2024-01-07,2026-05-05,false
SH-20207,Priya,Patel,priya.patel13@example.com,,Austin,TX,78701,US,LY-70207,2024-11-18,2026-03-13,true
SH-20208,Priya,Wilson,priya.wilson14@gmail.com,,Seattle,WA,98101,US,,2023-06-20,2026-07-20,false
SH-20209,Olivia,Gonzalez,olivia.gonzalez15@hotmail.com,(565) 555-7150,Denver,CO,80202,US,LY-70209,2025-10-22,2026-04-03,false
SH-20210,Liam,Sharma,liam.sharma16@outlook.com,,San Jose,CA,95112,US,LY-70210,2025-03-24,2026-04-11,false
SH-20211,Tom,Sharma,tom.sharma17@outlook.com,(980) 555-5419,New York,NY,10001,US,,2023-03-14,2026-04-18,false
SH-20212,Tom,Gonzalez,tom.gonzalez18@outlook.com,(812) 555-6315,San Jose,CA,95112,US,LY-70212,2023-05-14,2026-04-25,true
SH-20213,Zoe,Smith,zoe.smith19@hotmail.com,,Austin,TX,78701,US,,2024-08-05,2026-01-06,false
SH-20214,Emma,Khan,emma.khan20@hotmail.com,(570) 555-5123,Denver,CO,80202,US,LY-70214,2025-11-16,2026-05-20,true
SH-20215,Lucas,OBrien,lucas.obrien21@outlook.com,,Austin,TX,78701,US,LY-70215,2025-07-26,2026-07-11,false
SH-20216,Olivia,Khan,olivia.khan22@outlook.com,(912) 555-4290,Austin,TX,78701,US,LY-70216,2023-07-11,2026-03-24,false
SH-20217,Arjun,Smith,arjun.smith23@hotmail.com,(603) 555-6980,Seattle,WA,98101,US,,2025-04-19,2026-05-06,true
SH-20218,Lucas,Ali,lucas.ali24@outlook.com,(271) 555-7703,Miami,FL,33101,US,LY-70218,2023-11-10,2026-02-09,true
SH-20219,Fatima,Brown,fatima.brown25@hotmail.com,(691) 555-7566,San Jose,CA,95112,US,LY-70219,2025-07-18,2026-01-26,false
SH-20220,Zoe,Novak,zoe.novak26@gmail.com,(874) 555-6816,San Jose,CA,95112,US,,2025-01-19,2026-06-22,false
SH-20221,Olivia,Khan,olivia.khan27@gmail.com,,San Jose,CA,95112,US,,2025-09-18,2026-05-23,true
SH-20222,Lucas,Lee,lucas.lee28@hotmail.com,(803) 555-9199,Chicago,IL,60601,US,,2023-08-04,2026-03-14,true
SH-20223,Tom,Tanaka,tom.tanaka29@outlook.com,(412) 555-9537,Seattle,WA,98101,US,LY-70223,2024-02-15,2026-06-23,false
SH-20224,Olivia,Sharma,olivia.sharma30@gmail.com,(318) 555-1370,Denver,CO,80202,US,LY-70224,2025-02-22,2026-07-06,true
SH-20225,Ethan,Kim,ethan.kim31@outlook.com,(674) 555-4798,Austin,TX,78701,US,LY-70225,2025-03-06,2026-06-22,false
SH-20226,Chen,Gonzalez,chen.gonzalez32@hotmail.com,(599) 555-1072,Boston,MA,02108,US,LY-70226,2023-05-25,2026-06-26,true
SH-20227,Arjun,OBrien,arjun.obrien33@outlook.com,(669) 555-2867,Austin,TX,78701,US,,2024-09-21,2026-03-20,false
SH-20228,Nina,Brown,nina.brown34@outlook.com,(669) 555-3826,San Jose,CA,95112,US,LY-70228,2025-05-20,2026-05-03,true
SH-20229,Olivia,OBrien,olivia.obrien35@outlook.com,,Boston,MA,02108,US,LY-70229,2023-09-13,2026-04-20,true
SH-20230,Arjun,Brown,arjun.brown36@yahoo.com,(751) 555-3838,Chicago,IL,60601,US,LY-70230,2024-05-05,2026-02-11,false
SH-20231,Nina,Chen,nina.chen37@gmail.com,(400) 555-7290,Seattle,WA,98101,US,LY-70231,2025-11-16,2026-04-22,false
SH-20232,Fatima,Martin,fatima.martin38@yahoo.com,,Miami,FL,33101,US,,2023-05-02,2026-03-08,false
SH-20233,David,Martin,david.martin39@example.com,(787) 555-2871,Miami,FL,33101,US,,2025-06-18,2026-07-25,true
SH-20234,Lucas,Anand,lucas.anand40@hotmail.com,,Boston,MA,02108,US,LY-70234,2023-05-28,2026-01-15,false
SH-20235,Raj,Sharma,raj.sharma41@gmail.com,(443) 555-4438,Miami,FL,33101,US,LY-70235,2025-12-12,2026-07-23,false
SH-20236,David,Novak,david.novak42@yahoo.com,(261) 555-6747,Austin,TX,78701,US,LY-70236,2025-09-06,2026-03-23,false
SH-20237,Noah,Costa,noah.costa43@example.com,(896) 555-2560,Denver,CO,80202,US,,2024-01-09,2026-07-21,true
SH-20238,Aiko,Smith,aiko.smith44@outlook.com,(980) 555-7434,Austin,TX,78701,US,LY-70238,2025-11-09,2026-06-14,false
SH-20239,Lucas,Sharma,lucas.sharma45@hotmail.com,(485) 555-7046,San Jose,CA,95112,US,LY-70239,2024-06-19,2026-01-28,true
SH-20240,Lucas,Lee,lucas.lee46@example.com,(640) 555-4470,San Jose,CA,95112,US,LY-70240,2024-05-11,2026-05-19,true
SH-20241,Arjun,Lopez,arjun.lopez47@gmail.com,,Seattle,WA,98101,US,LY-70241,2024-01-04,2026-07-06,false
SH-20242,Lucas,Gonzalez,lucas.gonzalez48@yahoo.com,(336) 555-5945,Chicago,IL,60601,US,,2024-02-21,2026-03-09,true
SH-20243,Raj,Kim,raj.kim49@hotmail.com,(944) 555-4836,New York,NY,10001,US,LY-70243,2023-12-04,2026-01-07,false
SH-20244,Priya,Tanaka,priya.tanaka50@example.com,(210) 555-1132,Boston,MA,02108,US,LY-70244,2023-07-23,2026-02-16,true
SH-20245,Liam,Brown,liam.brown51@gmail.com,,San Jose,CA,95112,US,LY-70245,2024-03-13,2026-07-27,true
SH-20246,Aiko,Sharma,aiko.sharma52@example.com,(651) 555-6753,New York,NY,10001,US,LY-70246,2025-12-05,2026-04-20,false
SH-20247,Sara,Sharma,sara.sharma53@yahoo.com,(804) 555-7291,San Jose,CA,95112,US,LY-70247,2024-06-26,2026-02-08,false
SH-20248,Priya,Smith,priya.smith54@gmail.com,(875) 555-5942,Denver,CO,80202,US,,2025-09-07,2026-06-13,false
SH-20249,James,Smith,james.smith55@hotmail.com,,Miami,FL,33101,US,LY-70249,2025-02-17,2026-01-12,false
SH-20250,Aiko,Brown,aiko.brown56@outlook.com,(377) 555-8717,Chicago,IL,60601,US,LY-70250,2023-01-19,2026-01-01,false
SH-20251,Sara,Chen,sara.chen57@hotmail.com,(844) 555-9209,New York,NY,10001,US,LY-70251,2024-12-13,2026-01-21,true
SH-20252,Emma,Sharma,emma.sharma58@gmail.com,(409) 555-3545,Denver,CO,80202,US,LY-70252,2024-10-21,2026-07-27,true
SH-20253,Noah,Khan,noah.khan59@gmail.com,,Boston,MA,02108,US,LY-70253,2023-08-20,2026-05-02,false
SH-20254,David,OBrien,david.obrien60@yahoo.com,(368) 555-9133,New York,NY,10001,US,LY-70254,2025-09-26,2026-07-24,false
SH-20255,David,Lee,david.lee61@outlook.com,(321) 555-1480,Austin,TX,78701,US,LY-70255,2024-05-17,2026-01-09,true
SH-20256,Mia,Martin,mia.martin62@gmail.com,(781) 555-3734,Seattle,WA,98101,US,LY-70256,2024-02-19,2026-06-24,true
SH-20257,Liam,Wilson,liam.wilson63@gmail.com,(213) 555-5006,New York,NY,10001,US,,2024-07-05,2026-02-28,true
SH-20258,Zoe,Khan,zoe.khan64@outlook.com,,Boston,MA,02108,US,LY-70258,2024-05-27,2026-01-19,false
SH-20259,Tom,Wilson,tom.wilson65@yahoo.com,,New York,NY,10001,US,LY-70259,2023-07-03,2026-04-28,false
SH-20260,Noah,Garcia,noah.garcia66@example.com,(578) 555-4287,San Jose,CA,95112,US,,2024-12-20,2026-02-15,false
SH-20261,Arjun,Lopez,arjun.lopez67@example.com,(452) 555-3466,Boston,MA,02108,US,,2024-01-08,2026-05-12,true
SH-20262,Olivia,Gonzalez,olivia.gonzalez68@outlook.com,,Chicago,IL,60601,US,LY-70262,2023-07-16,2026-01-05,false
SH-20263,Priya,Chen,priya.chen69@example.com,(582) 555-8511,Boston,MA,02108,US,LY-70263,2023-10-04,2026-05-05,false
SH-20264,Priya,Costa,priya.costa70@hotmail.com,(334) 555-4879,New York,NY,10001,US,,2024-07-23,2026-07-24,false
SH-20265,Olivia,Martin,olivia.martin71@yahoo.com,,Denver,CO,80202,US,,2025-02-05,2026-01-06,false
SH-20266,Lucas,Garcia,lucas.garcia72@gmail.com,(989) 555-4401,Chicago,IL,60601,US,LY-70266,2024-05-28,2026-01-03,true
SH-20267,Noah,Novak,noah.novak73@yahoo.com,(536) 555-3430,New York,NY,10001,US,,2023-06-13,2026-05-02,false
SH-20268,Emma,Kim,emma.kim74@hotmail.com,(770) 555-5093,New York,NY,10001,US,,2023-03-04,2026-01-02,true
SH-20269,Aiko,Ali,aiko.ali75@outlook.com,(861) 555-2376,Chicago,IL,60601,US,LY-70269,2024-02-01,2026-01-07,false
SH-20270,Aiko,Sharma,aiko.sharma76@gmail.com,,Seattle,WA,98101,US,LY-70270,2023-10-14,2026-07-24,false
SH-20271,Mia,Gonzalez,mia.gonzalez77@hotmail.com,,Chicago,IL,60601,US,,2023-05-09,2026-04-05,true
SH-20272,Nina,Novak,nina.novak78@outlook.com,(764) 555-8848,Boston,MA,02108,US,,2024-07-05,2026-04-07,true
SH-20273,Zoe,Gonzalez,zoe.gonzalez79@outlook.com,(697) 555-6636,Chicago,IL,60601,US,LY-70273,2025-06-13,2026-03-06,true
SH-20274,Olivia,Novak,olivia.novak80@gmail.com,(488) 555-1959,Boston,MA,02108,US,LY-70274,2024-09-12,2026-07-19,true
SH-20275,David,OBrien,david.obrien81@yahoo.com,(955) 555-1916,Boston,MA,02108,US,LY-70275,2023-10-28,2026-07-13,false
SH-20276,David,Kim,david.kim82@example.com,(956) 555-6878,Boston,MA,02108,US,LY-70276,2023-12-23,2026-03-19,true
SH-20277,Arjun,Ali,arjun.ali83@example.com,(703) 555-1621,Miami,FL,33101,US,,2023-10-08,2026-01-17,false
SH-20278,Maria,Garcia,maria.garcia84@yahoo.com,(382) 555-6301,Boston,MA,02108,US,,2023-10-23,2026-02-25,true
SH-20279,Ethan,Lee,ethan.lee85@outlook.com,(879) 555-7481,San Jose,CA,95112,US,LY-70279,2024-05-11,2026-02-06,false
SH-20280,Mia,Garcia,mia.garcia86@example.com,(829) 555-6846,Austin,TX,78701,US,,2025-03-13,2026-03-24,false
SH-20281,Aiko,Kim,aiko.kim87@example.com,(782) 555-1530,New York,NY,10001,US,,2024-10-08,2026-06-19,true
SH-20282,Mia,Tanaka,mia.tanaka88@gmail.com,,Seattle,WA,98101,US,LY-70282,2023-11-03,2026-07-23,false
SH-20283,Lucas,Gonzalez,lucas.gonzalez89@yahoo.com,,Denver,CO,80202,US,,2024-02-24,2026-01-02,false
SH-20284,Lucas,Khan,lucas.khan90@hotmail.com,(588) 555-6754,Austin,TX,78701,US,LY-70284,2023-08-26,2026-07-19,true
SH-20285,David,Martin,david.martin91@gmail.com,(527) 555-5278,San Jose,CA,95112,US,LY-70285,2023-06-06,2026-04-06,true
SH-20286,Zoe,Sharma,zoe.sharma92@example.com,(695) 555-1507,Seattle,WA,98101,US,LY-70286,2025-03-20,2026-04-06,true
SH-20287,Tom,Garcia,tom.garcia93@yahoo.com,(768) 555-9849,Boston,MA,02108,US,,2024-05-08,2026-01-02,false
SH-20288,Arjun,Anand,arjun.anand94@yahoo.com,,Miami,FL,33101,US,,2023-05-27,2026-06-21,false
SH-20289,Sara,OBrien,sara.obrien95@yahoo.com,,New York,NY,10001,US,,2023-08-28,2026-01-10,false
SH-20290,Mia,Lopez,mia.lopez96@gmail.com,(597) 555-4029,Denver,CO,80202,US,LY-70290,2024-06-06,2026-04-02,false
SH-20291,Lucas,Martin,lucas.martin0@yahoo.com,(778) 555-2009,Denver,CO,80202,US,,2025-11-04,2026-01-22,false
SH-20292,Zoe,Khan,zoe.khan1@example.com,,Boston,MA,02108,US,LY-70292,2025-07-18,2026-06-28,false
SH-20293,Arjun,Smith,arjun.smith2@outlook.com,,Miami,FL,33101,US,LY-70293,2025-01-17,2026-05-17,true
SH-20294,Tom,Martin,tom.martin3@yahoo.com,(398) 555-3067,Austin,TX,78701,US,,2023-11-14,2026-02-27,true
SH-20295,Nina,Johnson,nina.johnson4@gmail.com,,Seattle,WA,98101,US,LY-70295,2025-06-28,2026-03-17,false
SH-20296,Maria,Novak,maria.novak5@gmail.com,(352) 555-2641,Chicago,IL,60601,US,LY-70296,2025-02-26,2026-03-28,false
SH-20297,Fatima,Johnson,fatima.johnson6@hotmail.com,(685) 555-1613,Chicago,IL,60601,US,,2024-03-20,2026-05-22,false
SH-20298,James,Brown,james.brown7@yahoo.com,,Seattle,WA,98101,US,LY-70298,2024-06-01,2026-03-27,false
SH-20299,Noah,Johnson,noah.johnson8@gmail.com,(434) 555-3201,Miami,FL,33101,US,LY-70299,2025-08-25,2026-07-11,false
SH-20300,Fatima,Novak,fatima.novak9@yahoo.com,(617) 555-8937,San Jose,CA,95112,US,LY-70300,2024-01-17,2026-07-06,true
SH-20301,Noah,Wilson,noah.wilson10@yahoo.com,(737) 555-1474,Chicago,IL,60601,US,,2023-01-08,2026-01-15,true
SH-20302,Raj,Ali,raj.ali11@outlook.com,(718) 555-7503,Denver,CO,80202,US,LY-70302,2023-11-01,2026-02-12,false
SH-20303,Nina,Martin,nina.martin12@hotmail.com,(559) 555-6640,Austin,TX,78701,US,,2024-12-27,2026-06-03,false
SH-20304,Maria,Brown,maria.brown13@yahoo.com,(420) 555-4626,New York,NY,10001,US,LY-70304,2025-04-09,2026-06-14,true
SH-20305,Maria,Lopez,maria.lopez14@yahoo.com,(209) 555-4666,Austin,TX,78701,US,,2024-12-23,2026-06-09,false
SH-20306,Chen,Lee,chen.lee15@outlook.com,,Miami,FL,33101,US,LY-70306,2025-10-13,2026-05-04,true
SH-20307,Ethan,Lee,ethan.lee16@outlook.com,(694) 555-2045,Denver,CO,80202,US,LY-70307,2024-11-11,2026-07-09,false
SH-20308,Noah,Ali,noah.ali17@example.com,(259) 555-7620,Austin,TX,78701,US,LY-70308,2025-03-24,2026-01-21,false
SH-20309,Noah,Johnson,noah.johnson18@hotmail.com,(237) 555-4111,Chicago,IL,60601,US,LY-70309,2025-04-22,2026-05-21,false
SH-20310,Raj,Wilson,raj.wilson19@yahoo.com,(772) 555-3967,Denver,CO,80202,US,,2024-03-24,2026-03-24,true
SH-20311,Olivia,Sharma,olivia.sharma20@outlook.com,,Boston,MA,02108,US,LY-70311,2024-06-12,2026-03-19,false
SH-20312,Lucas,OBrien,lucas.obrien21@gmail.com,(798) 555-2166,Miami,FL,33101,US,LY-70312,2023-09-04,2026-07-22,false
SH-20313,Ethan,Patel,ethan.patel22@gmail.com,(355) 555-3250,Chicago,IL,60601,US,LY-70313,2024-07-19,2026-04-05,false
SH-20314,David,Sharma,david.sharma23@outlook.com,(382) 555-6134,Miami,FL,33101,US,LY-70314,2023-08-09,2026-02-25,true
SH-20315,Arjun,Kim,arjun.kim24@gmail.com,,Miami,FL,33101,US,LY-70315,2024-07-14,2026-04-13,true
SH-20316,James,Anand,james.anand25@outlook.com,(530) 555-9700,Boston,MA,02108,US,,2025-01-21,2026-06-08,true
SH-20317,Raj,Patel,raj.patel26@gmail.com,(803) 555-6015,Austin,TX,78701,US,,2023-05-10,2026-04-24,false
SH-20318,Fatima,Tanaka,fatima.tanaka27@hotmail.com,(393) 555-3701,Seattle,WA,98101,US,LY-70318,2024-01-08,2026-02-24,true
SH-20319,Sara,Gonzalez,sara.gonzalez28@gmail.com,(867) 555-1612,Austin,TX,78701,US,LY-70319,2025-05-25,2026-05-20,true
SH-20320,Nina,Chen,nina.chen29@gmail.com,,San Jose,CA,95112,US,,2024-07-04,2026-05-09,false
SH-20321,Aiko,Ali,aiko.ali30@outlook.com,(304) 555-9524,New York,NY,10001,US,,2025-12-05,2026-04-27,true
SH-20322,Ethan,Novak,ethan.novak31@outlook.com,,San Jose,CA,95112,US,,2023-10-07,2026-07-09,true
SH-20323,Raj,Khan,raj.khan32@yahoo.com,,Denver,CO,80202,US,LY-70323,2023-12-16,2026-03-08,true
SH-20324,Maria,Sharma,maria.sharma33@example.com,(353) 555-2475,San Jose,CA,95112,US,LY-70324,2023-12-24,2026-01-09,true
SH-20325,Lucas,Patel,lucas.patel34@hotmail.com,,Denver,CO,80202,US,LY-70325,2023-05-12,2026-07-22,false
SH-20326,Fatima,OBrien,fatima.obrien35@gmail.com,,San Jose,CA,95112,US,,2025-03-11,2026-03-15,false
SH-20327,Priya,Lee,priya.lee36@yahoo.com,,Seattle,WA,98101,US,LY-70327,2024-05-27,2026-04-23,false
SH-20328,Fatima,Kim,fatima.kim37@yahoo.com,(261) 555-3611,San Jose,CA,95112,US,,2025-08-26,2026-05-22,false
SH-20329,David,Novak,david.novak38@outlook.com,(901) 555-3140,Chicago,IL,60601,US,LY-70329,2024-02-14,2026-04-02,true
SH-20330,Emma,Garcia,emma.garcia39@example.com,(791) 555-4669,New York,NY,10001,US,LY-70330,2025-06-17,2026-05-23,true
SH-20331,Fatima,Smith,fatima.smith40@outlook.com,(857) 555-7305,Miami,FL,33101,US,,2025-10-02,2026-01-21,true
SH-20332,Ethan,Lopez,ethan.lopez41@yahoo.com,,Miami,FL,33101,US,LY-70332,2023-06-09,2026-01-17,true
SH-20333,Zoe,Brown,zoe.brown42@yahoo.com,,Chicago,IL,60601,US,LY-70333,2025-08-03,2026-07-16,false
SH-20334,Olivia,OBrien,olivia.obrien43@gmail.com,,Miami,FL,33101,US,LY-70334,2025-09-01,2026-07-03,false
SH-20335,Ethan,Anand,ethan.anand44@hotmail.com,(573) 555-1889,Boston,MA,02108,US,LY-70335,2024-06-18,2026-07-20,false
SH-20336,Raj,Martin,raj.martin45@gmail.com,(428) 555-1035,San Jose,CA,95112,US,LY-70336,2025-05-18,2026-05-12,true
SH-20337,James,Kim,james.kim46@yahoo.com,(961) 555-7704,Miami,FL,33101,US,,2025-04-07,2026-01-28,false
SH-20338,Sara,Martin,sara.martin47@outlook.com,,Boston,MA,02108,US,LY-70338,2025-11-19,2026-01-25,false
SH-20339,Lucas,Costa,lucas.costa48@hotmail.com,,Austin,TX,78701,US,LY-70339,2025-07-27,2026-05-16,true
SH-20340,Arjun,Kim,arjun.kim49@gmail.com,(815) 555-6273,Austin,TX,78701,US,LY-70340,2024-07-20,2026-06-25,true
SH-20341,Emma,Brown,emma.brown50@outlook.com,(337) 555-3263,Seattle,WA,98101,US,LY-70341,2025-12-17,2026-03-27,false
SH-20342,Zoe,Ali,zoe.ali51@yahoo.com,(498) 555-6657,Boston,MA,02108,US,LY-70342,2023-12-21,2026-02-17,false
SH-20343,Tom,Lee,tom.lee52@example.com,(884) 555-7839,Miami,FL,33101,US,LY-70343,2025-05-28,2026-04-26,true
SH-20344,Ethan,OBrien,ethan.obrien53@hotmail.com,,New York,NY,10001,US,LY-70344,2023-05-25,2026-07-06,false
SH-20345,Emma,Tanaka,emma.tanaka54@outlook.com,,New York,NY,10001,US,LY-70345,2024-08-04,2026-05-28,true
SH-20346,Zoe,Brown,zoe.brown55@example.com,(913) 555-5712,Boston,MA,02108,US,LY-70346,2023-07-13,2026-04-26,false
SH-20347,Zoe,Chen,zoe.chen56@outlook.com,,New York,NY,10001,US,LY-70347,2024-04-21,2026-06-23,false
SH-20348,Arjun,Anand,arjun.anand57@yahoo.com,(382) 555-2220,Boston,MA,02108,US,,2023-12-17,2026-01-13,true
SH-20349,Fatima,Johnson,fatima.johnson58@yahoo.com,,Denver,CO,80202,US,LY-70349,2023-06-15,2026-06-05,true
SH-20350,Aiko,Garcia,aiko.garcia59@example.com,(509) 555-9037,New York,NY,10001,US,LY-70350,2025-06-03,2026-07-23,false
SH-20351,Ethan,Smith,ethan.smith60@example.com,,Austin,TX,78701,US,LY-70351,2024-09-18,2026-04-03,false
SH-20352,Liam,Ali,liam.ali61@outlook.com,(424) 555-9691,Seattle,WA,98101,US,LY-70352,2025-11-01,2026-01-22,false
SH-20353,Lucas,Smith,lucas.smith62@gmail.com,(529) 555-7248,Boston,MA,02108,US,LY-70353,2023-07-09,2026-05-24,false
SH-20354,Maria,Wilson,maria.wilson63@example.com,(657) 555-8975,Seattle,WA,98101,US,,2025-04-11,2026-05-03,true
SH-20355,David,Anand,david.anand64@gmail.com,,New York,NY,10001,US,LY-70355,2023-11-14,2026-07-04,true
SH-20356,Zoe,Khan,zoe.khan65@yahoo.com,,San Jose,CA,95112,US,LY-70356,2023-02-03,2026-01-06,false
SH-20357,Zoe,Sharma,zoe.sharma66@outlook.com,(662) 555-7626,Boston,MA,02108,US,LY-70357,2023-07-22,2026-01-18,true
SH-20358,Nina,Sharma,nina.sharma67@gmail.com,(715) 555-2738,New York,NY,10001,US,,2025-05-20,2026-01-10,false
SH-20359,Chen,Brown,chen.brown68@hotmail.com,,New York,NY,10001,US,,2025-07-26,2026-07-28,false
SH-20360,Aiko,Patel,aiko.patel69@gmail.com,(769) 555-3316,Seattle,WA,98101,US,,2023-10-20,2026-04-18,true
SH-20361,Noah,Ali,noah.ali70@yahoo.com,(862) 555-9397,Seattle,WA,98101,US,,2023-04-20,2026-07-09,true
SH-20362,Tom,Kim,tom.kim71@example.com,(763) 555-2198,New York,NY,10001,US,,2023-05-04,2026-02-24,false
SH-20363,Olivia,Lee,olivia.lee72@yahoo.com,,Austin,TX,78701,US,LY-70363,2023-06-16,2026-04-11,false
SH-20364,Arjun,Tanaka,arjun.tanaka73@outlook.com,(373) 555-1079,Seattle,WA,98101,US,LY-70364,2023-12-24,2026-06-14,false
SH-20365,Raj,Tanaka,raj.tanaka74@hotmail.com,(568) 555-6004,Seattle,WA,98101,US,LY-70365,2023-03-21,2026-05-03,false
SH-20366,Aiko,Anand,aiko.anand75@outlook.com,(842) 555-2252,Boston,MA,02108,US,LY-70366,2023-09-21,2026-01-27,false
SH-20367,Arjun,Ali,arjun.ali76@example.com,(753) 555-8734,New York,NY,10001,US,LY-70367,2023-06-13,2026-02-25,false
SH-20368,Aiko,Martin,aiko.martin77@hotmail.com,(211) 555-4913,San Jose,CA,95112,US,LY-70368,2025-11-06,2026-07-17,true
SH-20369,Lucas,Kim,lucas.kim78@example.com,(876) 555-3395,Austin,TX,78701,US,LY-70369,2024-06-02,2026-02-25,false
SH-20370,Liam,Sharma,liam.sharma79@outlook.com,,Denver,CO,80202,US,LY-70370,2025-06-13,2026-04-15,true
SH-20371,James,Garcia,james.garcia80@example.com,(481) 555-5314,San Jose,CA,95112,US,LY-70371,2025-03-13,2026-06-13,false
SH-20372,Arjun,Sharma,arjun.sharma81@hotmail.com,(429) 555-9460,Denver,CO,80202,US,LY-70372,2024-08-26,2026-04-20,true
SH-20373,Ethan,Tanaka,ethan.tanaka82@yahoo.com,,Miami,FL,33101,US,LY-70373,2024-04-05,2026-02-06,false
SH-20374,Nina,OBrien,nina.obrien83@hotmail.com,(938) 555-2856,Boston,MA,02108,US,LY-70374,2024-08-07,2026-05-06,false
SH-20375,Maria,Smith,maria.smith84@yahoo.com,(365) 555-3207,New York,NY,10001,US,LY-70375,2023-10-05,2026-01-06,false
SH-20376,David,Wilson,david.wilson85@example.com,(853) 555-1305,Chicago,IL,60601,US,LY-70376,2025-11-27,2026-03-03,true
SH-20377,Lucas,Novak,lucas.novak86@hotmail.com,,Miami,FL,33101,US,LY-70377,2025-03-26,2026-05-27,true
SH-20378,Nina,Wilson,nina.wilson87@yahoo.com,(551) 555-8429,Denver,CO,80202,US,LY-70378,2023-04-13,2026-04-05,true
SH-20379,Maria,Ali,maria.ali88@yahoo.com,(382) 555-8796,Chicago,IL,60601,US,LY-70379,2025-01-26,2026-05-17,true
SH-20380,Priya,Lopez,priya.lopez89@example.com,(202) 555-8069,Austin,TX,78701,US,LY-70380,2024-01-23,2026-05-14,true
SH-20381,Mia,Brown,mia.brown90@example.com,(980) 555-2600,Seattle,WA,98101,US,LY-70381,2024-08-25,2026-02-28,true
SH-20382,Noah,Novak,noah.novak91@outlook.com,,Chicago,IL,60601,US,LY-70382,2023-10-17,2026-01-17,true
SH-20383,Chen,Ali,chen.ali92@hotmail.com,(359) 555-7980,Seattle,WA,98101,US,LY-70383,2024-05-28,2026-05-14,false
SH-20384,Nina,Johnson,nina.johnson93@yahoo.com,(771) 555-8904,Chicago,IL,60601,US,,2025-09-16,2026-03-10,false
SH-20385,Chen,Tanaka,chen.tanaka94@yahoo.com,(917) 555-3650,San Jose,CA,95112,US,,2025-07-26,2026-03-26,true
SH-20386,David,Brown,david.brown95@gmail.com,(683) 555-8133,New York,NY,10001,US,,2024-04-12,2026-01-20,true
SH-20387,Chen,Brown,chen.brown96@example.com,,Denver,CO,80202,US,LY-70387,2023-11-16,2026-04-01,true
SH-20388,Ethan,Patel,ethan.patel0@gmail.com,(723) 555-9451,Boston,MA,02108,US,LY-70388,2025-03-22,2026-01-12,true
SH-20389,Maria,Kim,maria.kim1@outlook.com,(562) 555-7474,San Jose,CA,95112,US,LY-70389,2023-09-01,2026-06-23,true
SH-20390,Priya,Anand,priya.anand2@example.com,(557) 555-6693,Denver,CO,80202,US,LY-70390,2024-04-20,2026-02-15,false
SH-20391,Arjun,Gonzalez,arjun.gonzalez3@yahoo.com,(310) 555-2185,Denver,CO,80202,US,LY-70391,2024-02-26,2026-05-09,false
SH-20392,Lucas,Brown,lucas.brown4@yahoo.com,(670) 555-8548,Miami,FL,33101,US,LY-70392,2023-08-04,2026-03-03,false
SH-20393,Liam,Smith,liam.smith5@hotmail.com,(729) 555-9776,Seattle,WA,98101,US,,2024-04-10,2026-01-13,false
SH-20394,Priya,Anand,priya.anand6@hotmail.com,(424) 555-5408,Austin,TX,78701,US,,2025-11-07,2026-04-24,true
SH-20395,Liam,Smith,liam.smith7@yahoo.com,,Denver,CO,80202,US,LY-70395,2025-06-05,2026-07-04,true
SH-20396,Priya,Lopez,priya.lopez8@example.com,(694) 555-7081,New York,NY,10001,US,LY-70396,2024-10-28,2026-03-16,true
SH-20397,Ethan,Johnson,ethan.johnson9@yahoo.com,(332) 555-1887,Chicago,IL,60601,US,LY-70397,2024-08-18,2026-01-17,false
SH-20398,Chen,Kim,chen.kim10@gmail.com,(672) 555-6171,Miami,FL,33101,US,LY-70398,2023-11-07,2026-04-19,true
SH-20399,Olivia,Lee,olivia.lee11@yahoo.com,(443) 555-5413,Denver,CO,80202,US,LY-70399,2025-06-12,2026-02-16,false
SH-30000,Tom,Khan,tom.khan53@hotmail.com,(646) 555-3885,Seattle,WA,98101,US,,2025-05-20,2026-07-18,false
SH-30001,Chen,Kim,chen.kim95@yahoo.com,(508) 555-3365,Miami,FL,33101,US,,2023-09-14,2026-04-18,true
SH-30002,Zoe,Ali,zoe.ali5@hotmail.com,(624) 555-6553,Chicago,IL,60601,US,,2024-07-24,2026-01-11,false
SH-30003,Fat,Lopez,fatima.lopez46@hotmail.com,(896) 555-7624,New York,NY,10001,US,,2024-03-20,2026-05-01,false
SH-30004,Emm,Johnson,emma.johnson50@yahoo.com,(493) 555-9047,Miami,FL,33101,US,,2023-02-15,2026-02-23,false
SH-30005,Aik,Lee,aiko.lee25@yahoo.com,(362) 555-8179,San Jose,CA,95112,US,,2025-05-20,2026-07-21,true
